SongNumber,SongTitle,AlbumName,ArtistLocation,ArtistName,Duration,KeySignature,KeySignatureConfidence,Popularity,Tempo,TimeSignature,TimeSignatureConfidence,Year,ArtistFamiliarity,ArtistPopularity,1 Star Artist Popularity,2 Star Artist Popularity,3 Star Artist Popularity,4 Star Artist Popularity,5 Star Artist Popularity,rap/hiphop/rnb,rock,folk/celtic,electronic/trance,metal,punk/grunge/ska,pop/chart,jazz/blues,country,soul/reggae/funk,dance
1116,Looking At You (Cody High School),Purity Accuracy,Lincoln Park MI,MC5,413.33506,9,0.804,nan,165.294,4,0.447,0,0.654860822,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1122,Teenage Superstars (Album),Enter The Vaselines,,Vaselines,207.17669,11,0.535,nan,189.825,4,0.686,0,0.606351652,0.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1125,The Fundamental Alienation,In Sorte Diaboli (Deluxe),Oslo Norway,Dimmu Borgir,317.36118,10,0.035,0.656280958,112.277,4,0.02,2007,0.826075467,0.60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1129,We Can Do It,Victims,Birmingham England,Steel Pulse,237.45261,10,0.542,0.43965466,158.57,4,0.733,1991,0.698452539,0.50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1138,Sickman,Jar of flies / Facelift / Dirt,Seattle WA,Alice In Chains,329.37751,10,0.264,0.860070194,150.077,4,0.516,1992,0.796337059,0.58,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1140,The Silver Gate,Eidolon,,Dark Fortress,409.96526,9,0.043,nan,116.49,4,0.387,2008,0.633932726,0.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1144,Prayer For The Dying (Album Version),Best 1991 - 2004,Paddington London England,Seal,330.26567,5,0.714,0.365143804,133.155,5,0.847,0,0.567313224,0.58,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1146,Follow You Home (Album Version),All The Right Reasons,Hanna Alberta Canada,Nickelback,260.33587,5,0.103,0.41910578,140.027,4,0.852,2005,0.847451713,0.78,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1154,Spaz's House Destruction Party,Underground Network,Pittsburgh PA,Anti-Flag,184.05832,1,0.44,0.594362489,131.121,4,0,2001,0.844039532,0.52,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1155,Mai [Live],Awake Live,,Josh Groban,282.85342,9,0.57,0.520526511,125.958,4,0.515,2008,0.765357013,0.76,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1156,This Heart Of Mine,Josh White Vol. 1 1929-1933,Greensboro NC,Josh White,178.75546,4,0.499,0,163.083,1,0,0,0.490586402,0.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1164,Pariah,One,,Cursed,74.68363,5,0,0.548678056,104.805,1,0,0,0.591562633,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1166,Getaway,Adventures In Emceein,,KRS-One,187.24526,1,0.466,0.494489518,109.072,5,1,2008,0.730246319,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1168,Secret Smile,20th Century Masters: The Millennium Collection: Best Of Semisonic,Minneapolis MN,Semisonic,280.00608,1,0.485,0.775235362,99.059,4,0.925,1998,0.7127449,0.47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1171,Le Temps Des Cerises,Chez Toots,Brussels Belgium,Toots Thielemans,109.16526,7,0.914,0.304169503,63.334,5,0.905,1998,0.641172818,0.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1173,On My Own,Bridging The Gap,Los Angeles CA,Black Eyed Peas / Les Nubians / Mos Def,235.10159,6,0.748,nan,94.993,4,0.684,2000,0.845601887,1.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1174,Elektro Kardiogramm (Live),Minimum - Maximum,Dorf Germany,Kraftwerk,283.24526,0,0.568,nan,126.007,4,0.45,0,0.74151813,0.52,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1180,Foam Born (A) The Backtrack (Album Version),Colors,Charlotte NC,Between The Buried And Me,133.82485,10,0.576,0.372530039,120.663,4,1,2007,0.840590438,0.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1186,Love Dump (Clean Album Version),Wisconsin Death Trip,Alabama,Static-X,259.63057,10,0,0.360370583,130.098,1,0,1999,0.768004235,0.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1197,I Don't Want To Talk About It,T.O.S. (Terminate On Sight),ABD,G-Unit,274.78159,4,0.463,0.22847373,92.998,5,0.998,0,0.845373304,0.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1200,Live At Brixton Academy 1999,Live at Brixton Academy 1999,Berlin Germany,Atari Teenage Riot,1598.1971,10,0.152,0.392008771,74.384,7,0.825,2000,0.686811617,0.44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1201,House Of Wolves (Album Version),The Black Parade,New Jersey,My Chemical Romance,184.00608,4,0.239,0.43483809,127.15,4,0.632,2006,0.864867842,0.77,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1209,This House Is Haunted,THE EYES OF,Detroit MI,Alice Cooper,210.54649,1,0.171,0.535106025,130.325,1,0.33,2003,0.838924311,0.61,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1211,Killing Machine,Knives [Clean],Seattle Washington,Aiden,140.40771,2,0,0.715511707,207.974,4,0,2009,0.773491324,0.50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1212,Manuel's Mambo,Latin Kick,St. Louis MO,Cal Tjader,197.22404,0,0,0.265861049,176.279,4,0.209,1956,0.624200328,0.37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1213,All I Ask For (Album Version),One Nation Underground,Nueva Jersey (Estados Unidos),Ill Nino,219.81995,8,0.615,0.638646723,91.011,4,0.839,2005,0.80955221,0.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1218,Hate Zone,Morrocan Roll,Sikeston MO,Brand X,281.52118,9,0.223,0.624833534,201.006,4,0,1977,0.601305751,0.36,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1228,Assassination,Let's Get Free,,Dead Prez,120.86812,6,0.459,0.553766592,170.081,5,1,2000,0.676492513,0.47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1233,A Visit From Drum,Drums Not Dead,LA / NYC,Liars,259.05587,11,0.202,nan,126.46,4,0,2006,0.786359137,0.42,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1235,We Do It Too,In Loving Memory,,Modeselektor,385.2273,1,0.06,0.495123936,94.005,4,0.704,2002,0.741195239,0.40,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1237,Talking Drum (Isea '95),Talking Drum,Fairfax California,Chris Brown,99.3171,2,0.395,nan,204.064,1,0,0,0.892688611,0.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1241,La Vuelta,Ronroco,Buenos Aires Argentina,Gustavo A. Santaolalla,186.5922,4,0.611,0.599660358,159.502,3,1,1998,0.643982591,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1246,Gief Konjunkturpaket VI,Der Letzte seiner Art,,Afrob feat. Sarah,258.19383,2,0.886,0.392008771,180.327,1,0.538,2009,0.622383754,0.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1248,Pocket Full Of Stars,Rode Hard and Put Away Wet,Santa Rosa California,Diesel Boy,152.65914,2,0.508,0.299877488,181.748,1,0,2001,0.567814264,0.38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1249,The Way I Am,The Marshall Mathers LP,St. Joseph MO,Eminem,289.30567,7,0.507,0.813003556,174.69,4,0.849,2000,0.871010615,0.80,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1252,Hippa To Da Hoppa [Explicit Version],Return To The 36 Chambers: The Dirty Version,Brooklyn New York,Ol' Dirty Bastard,181.62893,5,0.002,0.727506434,96.22,4,0.479,1995,0.694098145,0.47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1257,Will Not Fade  (Hit Parade Album Version (new Song)),Hit Parade: The Greatest Hits,,Audio Adrenaline,229.01506,4,0.492,0.268165186,87.899,4,0.862,0,0.687478318,0.52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1262,Love My Way,Best Of Strange Cargo,,William Orbit,159.11138,1,0.687,nan,98.823,7,0.858,1987,0.674970293,0.42,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1264,Girl From A Pawnshop,Live,Atlanta GA,The Black Crowes,404.58404,7,0.417,nan,119.713,4,0,1996,0.797420741,0.54,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1265,Boogie Man,Woman Across The River (World),Gilmer TX,Freddie King,226.06322,11,0.462,nan,135.951,1,0.014,1973,0.609636698,0.38,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1267,Angel Food,Where The Wild Things Are,Carle Place New York,Steve Vai,383.29424,4,0.459,0.564985964,147.83,1,0,2009,0.645720023,0.54,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1269,Coolsville (Live Acoustic Version),Naked Songs Live And Acoustic,Chicago IL,Rickie Lee Jones,308.92363,9,0.397,0,60.757,3,0.844,0,0.670615396,0.50,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1270,Memorabilia,The Downward Spiral - Deluxe Edition,Cleveland OH,Nine Inch Nails,441.96526,10,0.593,nan,133.903,3,0.312,1994,0.905776889,0.60,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
1272,Dance Hall Days,80s Triple Set,,Wang Chung,234.762,0,0.901,0.785025092,205.245,4,0.498,1983,0.606611264,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1274,Razor,Razor,Seattle WA,Foo Fighters,287.99955,2,0.726,nan,126.986,1,0,2005,0.839275393,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1275,Six,Insomnia - The Best Of,London England,Faithless,142.52363,5,0.354,0.636145536,229.808,4,1,2004,0.813013089,0.55,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1280,When Will They Shoot? (Explicit),The Predator (World) (Explicit),Los Angeles CA,Ice Cube,276.03546,0,0.681,nan,95.684,4,0.566,0,0.838816274,0.56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1281,Close To You,Portrait,Newton-le-Willows Merseyside England,Rick Astley,184.55465,7,0.046,0.386790177,86.971,4,0.441,2005,0.754917645,0.51,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1282,Hold On,Made In The Dark,London,Hot Chip,381.17832,7,0.455,0.693464248,134.5,4,0.477,2008,0.852638932,0.54,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1286,Matador,Vasos Vacios,Buenos Aires.,Los Fabulosos Cadillacs,273.78893,4,0.285,0.629493247,193.575,1,0,1993,0.774037142,0.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1290,It Is Us,Live At El Sol,Seattle WA,Mudhoney,211.87873,4,0.535,0.497833215,152.457,4,0.143,2006,0.672680593,0.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1294,She's So Tough,Cabretta,New York NY,Mink DeVille,166.03383,9,0.12,nan,109.057,4,0,1977,0.546460288,0.37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1311,Alpha Beta Parking Lot,Prolonging the Magic,,Cake,210.07628,2,0.179,nan,189.616,4,0.461,1998,0.794331284,0.65,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1312,Geek USA (Album Version),The Anatomy Of,Charlotte NC,Between The Buried And Me,325.11955,6,0.491,0.588385843,126.773,4,0.57,2006,0.840590438,0.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1317,Song For Val,Blister Pop,,The Embarrassment,78.75873,4,0.694,0.203008916,186.501,1,0.075,0,0.481163683,0.36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1322,Love Is Gonna Bring Us Back Alive,Flying Cowboys,Chicago IL,Rickie Lee Jones,291.57832,7,0.559,0.469712431,189.524,4,0,1989,0.670615396,0.50,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1327,Whirlpool [Live],Killer,Paddington London England,Seal,279.74485,4,0.378,0.22154866,187.566,4,0.57,0,0.567313224,0.58,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1332,Missionary Man,Revenge,London England,Eurythmics,269.94893,5,0.412,0.730009843,124.973,4,0.177,1986,0.75100762,0.52,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
1334,Be With You,Dangerously In Love,,Beyonce,260.20526,5,0.041,0.667279494,149.913,4,1,2003,0.889460725,0.61,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1341,Madazulu,Made In Japan,Lille Nord-Pas-de-Calais France,Deep Forest,301.06077,1,0.736,nan,133.392,3,0.775,1997,0.695421645,0.46,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1345,Riot Squad (1991 Digital Remaster),Rock For Light,Washington D.C.,Bad Brains,119.71873,5,0.865,nan,127.191,1,0,1983,0.726298027,0.56,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1352,It Only Takes Two To Tango,La Folie,,The Stranglers,217.96526,4,0.646,0.581493637,107.657,1,0,1981,0.719313234,0.47,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1354,Crash And Burn [Home Demo],Tales Don't Tell Themselves,Wales,Funeral For A Friend,261.14567,8,0.847,0.496175336,105.324,4,0.377,2007,0.851073009,0.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1357,Praying For Time,Ladies And Gentlemen... The Best Of George Michael,London England,George Michael,281.33832,10,0.965,nan,127.844,4,0.675,1990,0.803105473,0.55,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
1363,Echo,Time Machine,Westbury Long Island NY,Joe Satriani,469.60281,4,0.467,nan,100.171,3,0.499,1987,0.705876402,0.62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1365,Alone Together,None But The Lonely Heart,Shenandoah IA,Charlie Haden & Chris Anderson,412.21179,2,0.156,0.265861049,115.007,4,0.578,0,0.618296844,0.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1369,Locomotive (Complicity),Use Your Illusion II,,Guns N' Roses,524.87791,1,0.63,0.701040475,118.101,4,0.596,1991,0.844085061,0.71,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1370,Zero Db (drum solo by Frank Katz),X Communication : Trilogy II,Sikeston MO,Brand X,292.5971,6,0.789,0,71.608,1,0.216,0,0.601305751,0.36,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1376,Not Right (Remastered LP Version),The Stooges [Deluxe Edition],Ann Arbor MI,The Stooges,169.66485,11,0.755,0.651303726,148.458,5,0.444,0,0.732603394,0.50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1380,Wake The Sleeper,Wake The Sleeper,London England,Uriah Heep,212.84526,4,0.309,0.50111684,127.962,3,0.161,2008,0.673238691,0.48,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1384,Ask Fi War,Strictly The Best Vol. 15,Kingston Jamaica,Bounty Killer,227.5522,1,0.577,nan,114.272,5,1,0,0.693287839,0.39,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1396,Are We Here ?,Snivilisation,Sevenoaks United Kingdom,Orbital,933.642,0,0.36,nan,95.315,1,1,1994,0.693009204,0.50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1399,Cutdown,Amerijuanican,Madison Wisconsin,Bongzilla,419.68281,11,0.109,0.548678056,91.498,3,1,2005,0.574400789,0.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1401,Chime (edit),Halcyon - The Platinum Collection,Sevenoaks United Kingdom,Orbital,192.20853,5,0.352,0.615654845,120.938,4,1,1990,0.693009204,0.50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1403,I'm Not Worth the Tears,The Dolly Parton Classics,Locust Ridge TN,Dolly Parton,152.45016,8,0.033,0.270775999,95.981,4,0.959,1967,0.707332699,0.60,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1405,Little Louie Bonus,All In The Mind,New York NY,The Bucketheads,383.16363,1,0.459,0.265861049,121.896,4,0.911,1995,0.563845985,0.34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1407,Love Ain't No Stranger (2003 Digital Remaster),Best Of Whitesnake,London England,Whitesnake,252.08118,11,0.672,0.270775999,125.022,4,0.24,2003,0.822432829,0.53,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
1408,We Are Not Impartial,Lo Compilation Mix By Susumu Yokota,London,The Chap,170.05669,9,0.326,0.270775999,72.073,4,1,2006,0.612657824,0.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1410,Paralyzed,Gran Turismo,Jping Sweden,The Cardigans,296.85506,3,0,0.717391634,145.271,4,0.735,1998,0.749876367,0.53,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1411,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),The Day After,Chicago IL,Twista,200.98567,7,0.003,nan,90.158,4,0.685,2005,0.889613555,0.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1413,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],All Or Nothing,Bronx NY,Fat Joe,211.59138,5,0.246,nan,100.783,4,1,2005,0.822908534,0.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1420,Let It Be Me,Soul Friends,,Ben E. King,167.3922,10,0.608,nan,86.819,4,0.476,0,0.688638654,0.48,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1422,Oblivious Darkness,Quod Superius Sicut Inferius,Athens Greece,Astarte,515.36934,4,0.596,0.443291312,129.088,3,0.453,2002,0.537088297,0.35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1426,Wrapped Around Your Finger,Message In A Box,London England,The Police,313.70404,9,0.832,nan,85.207,5,0.847,1983,0.790367909,0.62,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1427,Pour Jane (Live Acoustique),Le Bruit De Ma Vie,Vernet les Bains,Cali,207.49016,0,0.693,0,153.667,4,0.157,0,0.616884544,0.34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1433,New Pony,Desire/Blood On The Tracks/Street Legal,Duluth MN,Bob Dylan,278.96118,9,0.557,0.574693297,80.7,4,0,1978,0.675384812,0.63,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
1447,Writing Paper Blues,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,Thomson GA,Blind Willie McTell,191.73832,3,0.623,nan,131.624,3,0.293,1927,0.591423659,0.39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1450,FEZ-Being Born,No Line On The Horizon,Dublin Ireland,U2,316.96934,7,0.537,0.674436804,187.844,4,0.543,2009,0.843526543,0.83,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1451,Raining On Our Love,The Woman In Me,Timmins Ontario Canada,Shania Twain,278.54322,6,0.847,0.485122364,82.789,5,0.372,1995,0.870033797,0.55,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1452,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),Mash Up Mix 90s,Paris France,Les Rythmes Digitales/ Tzant Feat. ODC MC,186.40934,6,0.599,nan,86.113,3,1,0,0.590816514,0.38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1453,Over The Edge,Freedom,St. Louis MO,Akon,266.89261,5,0.545,0.644116784,126.983,4,1,2008,1,0.83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1467,I'm Free,I'm Free - Single,Montego Bay Jamaica,Jah Cure,224.02567,0,0.08,0,151.744,4,0.931,0,0.707204744,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1468,Strange Fruit,Gardenias For Lady Day,Detroit MI,James Carter,258.42893,5,0.217,0.319565987,81.492,4,0.732,2003,0.498946148,0.34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1473,Crash Course,Time Warp:  Greatest Hits,UK - England - Yorkshire,UK Subs,140.30322,10,0.173,0.499445835,123.26,4,0,1979,0.659944919,0.43,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1474,Ley Lines,Ley Lines,,Embrace the End,364.14649,5,0.591,nan,119.827,4,0.906,2008,0.58036979,0.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1481,Destined To Win,Collecton,,DeGarmo & Key,203.62404,4,0.658,0.503381236,120.548,4,1,1988,0.421132725,0.32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1485,Heaven Only Knows,Exit,,K-OS,235.04934,5,0.402,0.542307526,90.507,4,1,2002,0.712662163,0.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1490,Tell It Like It T-I-IS (Album Version),Good Stuff,Athens GA,The B-52's,313.20771,11,0.041,0.474054831,136.767,4,0.248,1992,0.681598553,0.54,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1497,The Carpal Tunnel Of Love,Infinity On High,Wilmette IL,Fall Out Boy,203.91138,2,0.045,0.720431538,140.878,4,0.93,2007,0.93796475,0.57,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1500,Like A Deck Of Cards,Meet the F@cking Bedwetters,California - LA,Bedwetters,202.91873,1,0.602,nan,101.997,4,0.057,0,0.666522677,0.41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1504,Don't Mess With Me (2006 Digital Remaster),Trouble,London England,Whitesnake,204.14649,2,0.328,0.301681757,114.902,1,0,1978,0.822432829,0.53,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
1506,Revelations:  Visions In A Dream,Hang On To Your Resistance (The Early Years),Lynn Lake Manitoba Canada,Tom Cochrane,208.79628,2,0.976,0,89.042,1,0.077,0,0.590360325,0.37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1507,Choro II,Brazilian Soul,Chuckatuck VA,Charlie Byrd / Laurindo Almeida,172.43383,2,1,nan,115.798,1,0,0,0.527339183,0.31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515,Make Me Bad,Crossing All Over Vol. 12,Bakersfield CA,Korn,231.73179,2,0.182,nan,110.071,4,0.762,1999,0.829135422,0.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1520,Dying Batteries,The First Two Albums,,Casiotone For The Painfully Alone,51.01669,0,0.276,0.673959844,78.16,1,0,2001,0.665322162,0.39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1521,Soopman Luva 6 1/2,Red Gone Wild,Newark NJ,Redman / Hurricane G / Melanie Rutherford,113.65832,2,0.557,0.386790177,109.265,3,1,0,0.743129776,0.49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1528,Surf Bat (Album Version),Sleep In Safety,,45 Grave,118.38649,9,0.067,0.214864227,173.581,4,0.004,1983,0.596602385,0.40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1533,Say Your Prayers,Step In The Arena,Boston Massachusettes,Gang Starr,84.63628,0,0.829,0.572593045,166.092,4,1,1991,0.705870924,0.49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1538,Ling Shi Shi Ji Fen,Edmond Leung Collections,,Edmond Leung,234.1873,0,0.596,nan,113.571,4,0.709,0,0.43331739,0.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1542,White Feather,White Feather,Sydney Australia,Wolfmother,316.21179,4,0.006,nan,110.441,4,0.978,2009,0.79225559,0.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1548,The Force,The History Of House Parties_ vol. 3,,Onyx,317.46567,11,0.161,nan,85.541,5,1,0,0.636582379,0.42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1549,It's A Long Way Around,Dry & Heavy,NY - Long Island,Burning Spear,185.5473,0,0.495,0.496175336,122.376,4,0,1977,0.6742378,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1553,Don't Worry Baby (1999 Digital Remaster),These Foolish Things,Washington England,Bryan Ferry,253.12608,4,0.223,0.407233015,116.36,4,0.863,1973,0.69480252,0.56,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1566,Wild Side,Music To Crash Your Car To,Los Angeles California,Motley Crue,248.55465,7,0.04,nan,115.254,5,0,1987,0.724284927,0.50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1568,Big Time Charlie,Unforgiven,England,Cockney Rejects,182.25587,2,0.582,nan,84.59,4,0,2007,0.608824805,0.43,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1570,Hustlin',Southern Slang (Chopped & Screwed),,D.O.W.N.,312.39791,1,0.707,0,117.263,4,0.168,0,0.741132802,0.54,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1574,Up North Trip,The Infamous,Queensbridge NY,Mobb Deep,298.00444,6,0.48,0.636635971,87.747,4,0.385,1995,0.772272161,0.50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1580,4/20/02,Lost Dogs,Seattle WA,Pearl Jam,232.35873,7,0.601,nan,138.291,7,0.415,0,0.81444811,0.61,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1584,Violence in Fluid Triceratops,Portals,Santa Cruz CA,Arsonists Get All The Girls,240.92689,1,0.506,0.731473357,129.824,3,0.595,2009,0.725402921,0.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1585,How Can You Resist It,Ivory,Santa Monica CA,Teena Marie,328.56771,9,0.585,0.266955186,81.947,4,0.624,1990,0.621414328,0.44,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
1587,The Same Love That Made Me Laugh  [LP Version],I Believe To My Soul,Ponchatoula LA,Irma Thomas,195.36934,0,0.224,0,99.492,1,0.172,0,0.623823768,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1590,Faces,Original Album Classics,,RUN-DMC,267.59791,10,0.275,0.450762242,73.507,5,0.69,1990,0.686988955,0.61,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1592,How Does It Feel,Under My Skin,Napanee Ontario Canada,Avril Lavigne,224.93995,0,0.648,nan,118.055,4,0.692,2004,0.878401542,0.62,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1601,Rock N Roll,Rock N Roll - Remix EP,,Remi Nicole,379.37587,10,0.216,nan,84.009,1,1,0,0.599810039,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1604,Goodbye (Solo Version),I Keep Faith,Barking Essex England,Billy Bragg,180.1922,0,0.452,0.231584988,81.256,4,1,2008,0.703690572,0.53,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1606,E Samba (Accapella),Defected Accapellas Volume 4,,Junior Jack,96.10404,0,0.066,0.79034456,106.216,3,0.375,0,0.682355124,0.39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1607,You Tell Me,The Original Johnny Cash Volume 1,Kingsland AR,Johnny Cash,80.03873,1,0.083,nan,196.303,4,0.572,1959,0.817256939,0.74,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
